Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_se_1,Blank_se_2,Blank_se_3,Blank_ur_1,Blank_ur_2,MSMS_pos_se_ur,QC_se_1,QC_se_2,QC_se_3,QC_se_ur_1,QC_se_ur_2,QC_se_ur_3,QC_ur_1,QC_ur_2,se_1,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,ur_1,ur_10,ur_11,ur_12,ur_14,ur_2,ur_3,ur_4,ur_5,ur_6,ur_7,ur_8,ur_9
21577,18.603,642.95398,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21577,0,0,null,null,null,null,null,null,null,122297.3,ur_12,642.95398:258609 643.95865:0 644.96331:0,null,0,0,0,0,0,21355,0,0,0,0,0,23641,140940,181239,0,0,0,0,0,0,0,0,0,0,0,0,32794,0,0,0,0,0,0,212630,122297,0,0,64580,0,0,0,0,0,0
21578,13.212,642.98224,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21578,0,0,null,null,null,null,null,null,null,642945.6,ur_6,642.98224:1154034 643.98691:0 644.99157:0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50283,0,0,305553,0,0,0,0,0,0,159154,642946,216086,0,0
21579,18.25,643.00146,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21579,0,0,null,null,null,null,null,null,null,202181.5,ur_13,643.00146:344560 644.00613:0 645.01080:0,null,0,0,0,0,0,16114,0,25106,33551,70628,64942,0,192216,110576,0,26946,0,0,0,0,0,25088,0,0,0,0,0,0,24132,0,0,231291,0,112396,116666,215949,150335,53249,28912,58480,0,0,0,31057
21580,12.507,643.05994,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21580,0,0,null,null,null,null,null,null,null,26.34,ur_14,643.05994:3151235 644.06460:0 645.06927:0,null,0,0,0,0,47512,62006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278027,0,0,0,0,0,0,0,0
21581,8.544,643.06134,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21581,0,0,null,null,null,null,null,null,null,1508569,ur_14,643.06134:13071520 644.06601:4247756 645.07068:0,null,0,0,0,0,0,3018,0,0,0,476908,0,133820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989232,0,0,13399526,0,0,0,0,3017003,0,0,0
21582,4.313,643.06299,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21582,0,0,null,null,null,null,null,null,null,587436.5,ur_5,643.06299:1067033 644.06766:0 645.07232:0,null,0,0,0,0,0,8632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587436,0,0,0,0
21583,18.368,643.07983,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21583,0,0,null,null,null,null,null,null,null,153633,ur_11,643.07983:213599 644.08450:0 645.08917:0,null,0,0,45662,0,0,6481,0,0,0,0,0,0,0,86517,0,0,0,0,0,23202,0,0,0,0,0,0,0,0,0,0,0,0,0,153633,70143,101213,0,51488,0,89544,39856,28712,0,0
21584,15.631,643.10541,Unknown,[M+2H]2+,null,0.36,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21584,0,0,null,null,null,null,null,null,null,8804167,QC_ur_1,643.10541:19849106 644.11008:3876840 645.11474:0,null,0,0,23815,0,0,2642842,1286512,1338172,1395614,11544851,7897103,1454189,17529655,16127147,0,97878,147897,235925,172549,40936,28368,45172,224706,44196,71582,75393,118308,189446,26042,80669,111983,14051569,2282696,967589,18816987,6698641,15267312,7305873,16903641,7839604,471942,16263068,190850,17484525
21585,3.97,643.13007,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21585,0,0,null,null,null,null,null,null,null,15.38,ur_14,643.13007:3537172 644.13473:1565534 645.13940:1577912,null,0,0,0,0,0,40010,0,0,135038,0,0,0,269347,773622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436322,0,0,3639932,0,0,0,0,347407,0,0,0
21586,3.963,643.13293,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21586,0,0,null,null,null,null,null,null,null,773621.6,QC_ur_2,643.13293:743575 644.13760:0 645.14227:0,null,0,0,0,0,0,40010,0,0,135038,0,0,0,269347,773622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436322,0,0,3639932,0,0,0,0,347407,0,0,0
21587,3.729,643.1991,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21587,0,0,null,null,null,null,null,null,null,1536980,ur_14,643.19910:1518027 644.20376:558818 645.20843:0,null,0,0,0,0,0,0,0,0,0,0,0,184304,0,0,0,526355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536980,0,0,0,0,0,0,0,0
21588,5.813,643.20258,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21588,0,0,null,null,null,null,null,null,null,13.9,se_10,643.20258:863554 644.20724:0 645.21191:0,null,0,0,0,0,0,6668,0,0,0,0,0,0,0,0,0,557658,0,43758,52274,0,50881,51040,0,0,0,0,0,0,0,73556,0,0,0,0,0,0,0,147073,0,0,0,0,0,0
21589,6.116,643.20624,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21589,0,0,null,null,null,null,null,null,null,9.14,se_10,643.20624:453214 644.21091:0 645.21557:0,null,0,0,0,0,0,2034,0,0,0,0,0,0,0,0,0,366898,73151,53354,52274,0,50881,139330,0,0,0,0,37365,66030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21590,6.068,643.2121,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21590,0,0,null,null,null,null,null,null,null,139329.8,se_16,643.21210:204159 644.21676:0 645.22143:0,null,0,0,0,0,0,4523,0,0,0,0,0,0,0,0,0,366898,73151,74077,92239,0,41637,139330,51342,0,0,0,37365,76006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21591,7.387,643.23114,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21591,0,0,null,null,null,null,null,null,null,4940936,ur_14,643.23114:6220894 644.23581:1486022 645.24048:0,null,0,0,0,0,0,104878,0,0,0,302609,0,0,1826848,1777814,0,222503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146917,2026239,0,0,4940936,211505,0,0,0,1533873,0,0,0
21592,6.765,643.23401,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21592,0,0,null,null,null,null,null,null,null,1753297,QC_ur_1,643.23401:2494540 644.23868:0 645.24334:0,null,0,0,0,0,0,41558,0,0,0,202310,0,0,1826848,1777814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213364,0,146917,2026239,136642,118524,1655229,187027,119325,285889,198985,1577316,88298,834954,199314
21593,5.282,643.23492,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21593,0,0,null,null,null,null,null,null,null,1365891,ur_14,643.23492:4035664 644.23959:0 645.24426:0,null,0,0,0,0,0,36468,0,0,0,213746,254736,299568,918821,819188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135160,758769,596531,181364,1812961,145482,1026978,410351,186956,723708,142777,167620,189578
21594,4.917,643.24121,Unknown,[M+H]+,null,0.11,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21594,0,0,null,null,null,null,null,null,null,262556.9,ur_9,643.24121:1903108 644.24588:0 645.25055:1868247,null,0,0,0,0,0,120525,0,0,0,213746,185268,215356,313387,1060532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937587,278380,183857,881074,461392,1497809,1312748,808729,1950930,341388,1648917,167620,2091511
21595,7.589,643.2439,Unknown,[M+H]+,null,0.16,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21595,0,0,null,null,null,null,null,null,null,934456.6,ur_9,643.24390:11561515 644.24856:1339565 645.25323:0,null,0,0,0,0,0,143100,0,0,0,3041450,3439607,2192544,516336,1552869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170691,0,6678375,473516,3545124,5623388,3750158,5759535,2995764,1565380,8447316,1260121,5334237,7969960,9495255
21596,4.966,643.24463,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21596,0,0,null,null,null,null,null,null,null,481765.2,ur_1,643.24463:2674968 644.24930:0 645.25396:987926,null,0,0,0,0,0,120525,0,0,0,213746,185268,215356,343740,666194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937587,278380,183857,1512871,1812961,646720,1407482,276798,983333,341388,1535343,1819998,1668051
21597,7.769,643.26074,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21597,0,0,null,null,null,null,null,null,null,3483825,QC_ur_1,643.26074:3766702 644.26541:1664822 645.27008:0,null,0,0,0,0,0,1409088,0,0,0,629316,0,365092,3483825,2890994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542796,188808,0,0,0,0,254682,264360,845452,0,235741,0
21598,7.623,643.26263,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21563,1,0,null,null,null,null,null,null,null,2938371,QC_ur_1,643.26263:3686577 644.26730:0 645.27197:0,null,0,0,0,0,0,160230,0,0,0,269439,0,0,3839918,3414546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560647,220564,0,130458,0,0,254682,264360,1287592,0,235741,0
21599,23.133,643.28876,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21599,0,0,null,null,null,null,null,null,null,150120.6,QC_ur_1,643.28876:503531 644.29343:205129 645.29809:0,null,0,0,0,0,0,13718,0,0,0,99919,269583,187720,331749,286470,0,0,0,0,0,0,0,14083,0,0,0,0,0,43534,0,16476,0,45565,183751,66138,0,276891,0,130865,0,0,0,0,126432,60503
21600,7.463,643.289,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21600,0,0,null,null,null,null,null,null,null,506486.4,Blank_se_3,643.28900:819844 644.29367:0 645.29834:0,null,490111,746826,522862,242978,92638,11821,0,0,0,356547,174100,0,0,0,343666,413433,288769,330980,275947,0,282408,0,629005,169695,358440,210612,305975,0,84459,0,0,644225,0,378150,474719,0,741964,264453,263670,899055,0,945021,736189,769124
21601,7.649,643.29871,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21601,0,0,null,null,null,null,null,null,null,380732.2,ur_5,643.29871:1545120 644.30337:964677 645.30804:0,null,388873,498184,204961,79409,92638,32946,0,0,0,1003762,473278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912709,541433,3194512,829044,0,830606,850142,1016810,1522898,0,1002640,2770162,793262
21602,4.743,643.30048,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21602,0,0,null,null,null,null,null,null,null,5.69,ur_7,643.30048:1244466 644.30514:0 645.30981:926974,null,0,0,0,0,0,55123,0,134602,0,185962,0,0,0,286900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431986,248930,663491,328051,0,700949,437337,383544,362974,387655,737848,1076971,732012
21603,7.547,643.30072,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21603,0,0,null,null,null,null,null,null,null,425076.9,ur_1,643.30072:1376185 644.30539:0 645.31006:0,null,388873,0,0,25880,92638,32946,0,0,0,1003762,473278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053215,541433,3194512,829044,0,1081130,850142,853635,1945686,0,861215,2721606,919589
21604,7.611,643.30359,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21604,0,0,null,null,null,null,null,null,null,254219.2,ur_11,643.30359:3169360 644.30826:1304281 645.31292:0,null,0,0,0,25880,0,13471,0,0,0,1003762,473278,0,270412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912709,541433,3194512,829044,0,1081130,850142,1016810,1522898,0,1002640,2770162,919589
21605,7.586,643.30865,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21605,0,0,null,null,null,null,null,null,null,1003762,QC_se_ur_1,643.30865:1043125 644.31332:0 645.31799:0,null,0,0,0,25880,0,13471,0,0,0,1003762,473278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794100,541433,3194512,487670,0,636878,719211,853635,1945686,0,694892,2607797,300929
21606,26.945,643.83337,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21606,0,0,null,null,null,null,null,null,null,5.76,QC_se_3,643.83337:122491 644.83804:0 645.84271:0,null,6550,13538,0,0,0,9309,67875,97924,117166,92144,117595,75271,126145,86584,53906,111345,92109,131923,104469,114718,112369,115631,109528,91081,83395,72514,98616,106097,89036,97680,111265,122922,79255,120461,67377,112667,107522,53054,92183,78762,92574,101966,102714,73991
21607,27.153,643.83905,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21607,0,0,null,null,null,null,null,null,null,6.22,ur_5,643.83905:463841 644.84372:0 645.84839:0,null,0,0,0,0,0,19532,37769,102350,117166,135348,67019,138802,363913,167854,53906,111345,92109,67540,81570,79158,129412,241838,109528,94109,83395,33877,125737,96767,90240,81520,111265,778988,75156,445420,85551,698982,107522,53054,74967,307248,148679,327980,527097,73991
21608,8.772,644.01477,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21608,0,0,null,null,null,null,null,null,null,1886265,ur_14,644.01477:2032752 645.01944:0 646.02411:0,null,0,0,0,44888,0,0,0,0,0,324730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886265,0,0,0,0,423360,0,0,0
21609,15.386,644.06531,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21609,0,0,null,null,null,null,null,null,null,1319198,ur_10,644.06531:1609421 645.06998:0 646.07464:0,null,0,0,0,0,0,0,0,0,0,133392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319198,0,0,613929,0,0,0,0,1167583,0,0,0
21610,15.599,644.10303,Unknown,[M+2H]2+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21610,0,0,null,null,null,null,null,null,null,2388439,QC_ur_1,644.10303:5126074 645.10770:3028232 646.11236:0,null,0,0,0,0,0,532930,347189,372467,454534,2364199,1594640,0,4404410,4025791,0,0,0,0,0,0,0,44707,33650,0,0,0,0,0,0,0,50824,3000196,248761,0,4822647,1451510,3262713,1670695,3526542,1755584,92733,3627778,0,3739841
21611,15.644,644.10687,Unknown,[M+H]+,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21611,0,0,null,null,null,null,null,null,null,2559576,ur_12,644.10687:4888028 645.11154:4748388 646.11621:0,null,0,0,0,0,0,581745,347189,372467,454534,2364199,1594640,0,4404410,4025791,0,0,0,0,0,0,0,44707,33650,0,0,0,0,0,0,0,50824,3000196,248761,0,4822647,1451510,3262713,1670695,3634467,1755584,92733,3658719,88951,3791183
21612,3.988,644.12274,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21585,1,0,null,null,null,null,null,null,null,1215292,ur_6,644.12274:1774748 645.12741:566956 646.13208:0,null,0,0,0,0,0,0,0,0,0,192305,263762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423396,149692,0,912186,0,88813,0,0,1470653,0,0,0
21613,7.372,644.1308,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21613,0,0,null,null,null,null,null,null,null,4.17,ur_14,644.13080:2869581 645.13547:1192389 646.14013:1293154,null,0,0,0,0,0,37538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2661447,0,0,95408,0,0,0,0,0
21614,4.498,644.13086,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21614,0,0,null,null,null,null,null,null,null,192304.8,QC_se_ur_1,644.13086:769219 645.13553:0 646.14019:0,null,0,0,0,0,0,52747,0,0,0,192305,263762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268952,0,0,499668,0,0,0,0,410806,0,0,0
21615,7.988,644.22601,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21615,0,0,null,null,null,null,null,null,null,1523744,ur_5,644.22601:2207710 645.23068:0 646.23535:0,null,0,0,0,0,0,3846,0,0,0,184323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229392,229604,717576,330821,392609,262329,0,650189,1523744,296976,211608,549805,259766
21616,4.249,644.24329,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21616,0,0,null,null,null,null,null,null,null,186.79,se_10,644.24329:7303329 645.24795:1600388 646.25262:830514,null,0,0,0,0,0,55501,0,0,0,0,0,0,0,366307,0,6608628,0,179140,0,0,0,0,0,0,0,0,0,3153944,0,0,0,404457,0,0,277891,0,236348,149744,178713,452936,0,163262,488422,458762
21617,7.585,644.24457,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21595,1,0,null,null,null,null,null,null,null,946410.2,se_10,644.24457:5311738 645.24924:1038051 646.25390:0,null,0,0,0,0,0,6503,0,0,0,870705,710422,662205,429186,242599,0,5333706,0,240922,0,0,245560,0,0,0,0,0,0,4207089,0,0,0,2179197,0,917622,1707599,1038397,1620582,555193,231087,2629023,321571,1507859,2505790,2549675
21618,7.743,644.26593,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21597,1,0,null,null,null,null,null,null,null,1678315,QC_ur_2,644.26593:1146095 645.27060:0 646.27527:0,null,0,0,0,0,0,368704,0,0,0,0,0,0,1537217,1678315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227635
21619,15.708,644.29718,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21619,0,0,null,null,null,null,null,null,null,672849.3,ur_8,644.29718:934412 645.30185:600047 646.30652:0,null,0,0,0,0,0,82510,0,0,0,129310,114622,443673,225288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37448,40708,213928,267089,785513,0,0,192974,515826,0,581266,103420,261572,764432,312801
21620,15.68,644.30054,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21620,0,0,null,null,null,null,null,null,null,221841.6,ur_11,644.30054:764369 645.30520:466375 646.30987:0,null,0,0,0,0,0,82510,0,0,0,129310,114622,443673,162763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37448,0,213928,267089,785513,0,0,192974,515826,0,581266,103420,261572,764432,312801
21621,28.687,644.4588,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21621,0,0,null,null,null,null,null,null,null,17.35,se_13,644.45880:973681 645.46347:0 646.46814:0,null,1175219,1005810,889359,1104116,819543,175740,1075168,925805,1027111,906528,907815,539092,763636,524449,1211451,947406,995860,955958,967989,950299,779699,886498,837166,983526,969274,939610,900381,709465,763585,757882,868453,412936,594004,327370,517877,386584,862618,920643,804628,569284,388050,400654,493279,400917
21622,3.274,644.55823,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21622,0,0,null,null,null,null,null,null,null,301025.9,ur_10,644.55823:670257 645.56290:0 646.56756:0,null,0,0,0,0,0,75309,0,0,0,0,0,0,48868,86477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480325,126601,0,99560,0,0,62456,152798,474886,0,74924,0
21623,13.403,644.77155,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21623,0,0,null,null,null,null,null,null,null,1030588,ur_8,644.77155:2044185 645.77621:0 646.78088:711220,null,0,0,31904,0,0,0,0,0,0,0,0,892601,0,0,197836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522765,0,0,458110,0,1270994,0,0,0,562671,181355,1820763,0
21624,13.373,644.77515,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21624,0,0,null,null,null,null,null,null,null,892600.9,QC_se_ur_3,644.77515:1085585 645.77981:266074 646.78448:0,null,0,0,31904,0,0,0,0,0,0,0,0,892601,0,0,173024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522765,0,0,329110,0,1279385,0,0,0,562671,194408,1820763,0
21625,18.565,644.94043,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21625,0,0,null,null,null,null,null,null,null,137583.3,ur_11,644.94043:196334 645.94510:0 646.94977:0,null,36624,0,0,0,0,9434,0,0,0,0,19588,0,67009,0,0,0,22800,0,0,0,0,0,0,0,0,0,0,0,0,27604,0,0,0,137583,0,0,0,0,0,0,0,0,0,0
21626,17.08,645.01758,Unknown,[M+H]+,null,0.16,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21626,0,0,null,null,null,null,null,null,null,231097.9,QC_se_2,645.01758:388807 646.02225:0 647.02691:0,null,0,0,0,0,0,0,307842,379399,278504,0,0,0,0,0,42866,243457,211644,353639,121244,154007,279709,168764,82648,110653,37352,175979,0,244770,109482,137714,312644,0,0,0,29878,0,0,0,0,0,0,0,0,0
21627,17.155,645.0235,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21627,0,0,null,null,null,null,null,null,null,211643.9,se_11,645.02350:249253 646.02817:0 647.03283:0,null,0,0,0,0,0,0,307842,379399,278504,0,0,0,0,0,42866,238764,211644,353639,155512,94558,279709,116241,48426,110653,37352,175979,0,244770,102535,95847,312644,0,0,0,29878,0,0,0,0,0,0,0,0,0
21628,15.627,645.05304,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21628,0,0,null,null,null,null,null,null,null,414885.4,QC_se_ur_2,645.05304:603636 646.05771:0 647.06238:0,null,0,0,0,0,0,0,0,0,0,598804,414885,97468,0,0,0,0,0,0,68761,0,0,0,41519,0,35270,0,37656,0,0,45410,0,2381357,362533,0,3131869,1074005,3180076,1451540,3476927,1401900,0,2533742,0,3594466
21629,15.639,645.05688,Unknown,[M+2H]2+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21629,0,0,null,null,null,null,null,null,null,2775328,ur_9,645.05688:4198530 646.06155:2278679 647.06622:0,null,0,0,0,0,0,0,0,0,0,598804,414885,97468,0,0,0,0,0,0,68761,0,0,0,41519,0,35270,0,37656,0,0,45410,0,2381357,362533,0,3299308,1074005,3180076,1451540,3476927,1401900,0,2794858,0,3594466
21630,8.591,645.06,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21630,0,0,null,null,null,null,null,null,null,38.94,ur_14,645.06000:5035052 646.06467:0 647.06933:0,null,0,0,0,0,0,0,0,0,0,0,0,143980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4332468,0,0,0,0,625340,0,0,0
